epsilon,collision_prob,collision_free_prob,safety_violation_prob,run_min_distance_min,run_min_distance_mean,run_min_distance_std,total_qr_cost_mean,total_qr_cost_std,run_max_compute_time_ms_mean,run_max_compute_time_ms_std
0.131,0.0,1.0,0.0,1.0700777769088745,1.416677702665329,0.08531400923418314,5.588419785199221,0.4433649951303882,135.71606145982514,7.378620743814046
0.132,0.0,1.0,0.0,1.0738983154296875,1.423366357088089,0.08660843182079851,5.5716206101747225,0.4088120014463874,134.13563167923712,5.45417234202358
0.133,0.0,1.0,0.0,1.0804429054260254,1.4296101081371306,0.08978204840798129,5.565666180611588,0.4286413021134768,134.02518475049874,5.934743198797671
0.134,0.0,1.0,0.0,1.086753487586975,1.4369221067428588,0.08810733266562276,5.561756498315372,0.4182225180703226,132.7617891994305,4.351068467900693
0.135,0.0,1.0,0.0,1.0919816493988037,1.4396701669692993,0.08898045098448527,5.566304053063504,0.38567255067131107,137.27567114125122,7.472819124992753
0.136,0.0,1.0,0.0,1.0100986957550049,1.4413703823089599,0.09740631587385697,5.634010861979331,0.5039640433619751,133.5060497802624,3.306830432998646
0.137,0.0,1.0,0.0,1.1086708307266235,1.4500616145133973,0.08776609094808754,5.661936808347236,0.4847769790156984,133.83698213045136,3.7194424798250316
0.138,0.0,1.0,0.0,1.0217443704605103,1.44922585606575,0.10097295362372119,5.646528851650655,0.4646648117548377,135.67422973021166,6.202533020548201
0.139,0.0,1.0,0.0,1.1208775043487549,1.459878306388855,0.08875840760945536,5.651247603776865,0.4612091411209161,134.2574925304507,4.70043729183581
0.14,0.0,1.0,0.0,1.0450127124786377,1.4677096402645111,0.09163955585290579,5.666724014256615,0.45320899491977373,133.724744200008,4.842771614169792
0.141,0.0,1.0,0.0,1.2427607774734497,1.4767473006248475,0.07997325952797124,5.72296222705394,0.4916499000932612,137.72059758004616,7.968249546408488
