Algorithm,Method,SourceFile,Run,Seed,SimSteps,Dt,ObsUpdateSteps,RunMinDistance,SafetyViolation,Collision,FirstCollisionStep,CollisionSteps,RunMaxComputeTimeMs,RunMeanComputeTimeMs,WallTimeS,TotalControlEffort,TotalFullCost,TerminalFullCost,TotalTrackingControlCost,TerminalTrackingCost,TotalQRStageCost,TotalQSigmaInvStageCost,MovingCollisionRadius,MovingSafeRadius,DroneRadius,DrEpsCvar,CvarAlpha,CvarN,RiskCostA,RiskCostCu,SigmaCp,Nmc,OmegaSoft,OmegaHard
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,94,795968466,520,0.02,15,0.07873418270504237,1.0,1.0,475,2,35.77080206014216,31.900630537151862,17.149693568935618,57.09185080015464,4249.9970965019775,0.024548933283851545,1165.262486439171,0.024548933283851545,1165.262486439171,1165.262486439171,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,95,1306675424,520,0.02,15,0.05400777510054774,1.0,1.0,55,16,71.16827601566911,28.51112896370558,15.376369575969875,47.90641197340079,15130.504199852368,3.701984262478568,1836.7153360052753,3.701984262478568,1836.7153360052753,1836.7153360052753,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,95,1494362740,520,0.02,15,0.08915953071000683,0.0,0.0,-1,0,34.81725207529962,29.086243046465544,15.724653539946303,51.00836800021453,1554.9321796364393,0.0841798301673368,1512.8157551208255,0.0841798301673368,1512.8157551208255,1512.8157551208255,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,95,1631225449,520,0.02,15,0.09171974053057018,0.0,0.0,-1,0,70.13752101920545,29.580396976178655,16.001623342977837,54.84229514082813,4274.0728610040205,0.3349327205114063,1740.3474882145272,0.3349327205114063,1740.3474882145272,1740.3474882145272,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,95,258227539,520,0.02,15,0.07269439870686834,1.0,1.0,155,7,74.14691080339253,29.53738493603081,15.982493795920163,56.58591742475549,7182.118171439791,0.1573170500641421,1232.8784501261282,0.1573170500641421,1232.8784501261282,1232.8784501261282,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,96,685281259,520,0.02,15,0.05891421035536474,1.0,1.0,55,19,56.89691985026002,26.903727874070263,14.56496105901897,48.03767554158766,14869.903477563572,3.6420220572619137,1768.5199035083872,3.6420220572619137,1768.5199035083872,1768.5199035083872,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,96,1628267602,520,0.02,15,0.08037265264190682,0.0,0.0,-1,0,39.68267794698477,30.04779682199184,16.227036613970995,51.73463088950722,1540.6668964980108,0.2424575018033818,1265.3950933970493,0.2424575018033818,1265.3950933970493,1265.3950933970493,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,96,1460902891,520,0.02,15,0.09291167705102804,0.0,0.0,-1,0,34.33380392380059,30.414325897940078,16.40634164796211,56.83038513099065,2618.693963437344,0.2263535663603763,1733.0269916496216,0.2263535663603763,1733.0269916496216,1733.0269916496216,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,96,1897876483,520,0.02,15,0.0759651378705128,1.0,1.0,50,9,35.29450111091137,31.299452622009156,16.85337158292532,55.22976085635078,11136.239954904884,0.12965302188195002,1106.4682657988656,0.12965302188195002,1106.4682657988656,1106.4682657988656,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,97,275775921,520,0.02,15,0.05062718477246475,1.0,1.0,55,12,31.89840097911656,27.756851815278285,14.998684268910438,48.49326338365073,14973.65760111674,3.476798099612597,1813.3817665724118,3.476798099612597,1813.3817665724118,1813.3817665724118,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,97,1020336363,520,0.02,15,0.0795984382526776,1.0,1.0,477,2,74.73502191714942,29.582852499935633,16.00167104206048,51.08446011441808,1301.6333335831275,0.3398234255912692,1283.177001775898,0.3398234255912692,1283.177001775898,1283.177001775898,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,97,465781327,520,0.02,15,0.09161628489741604,0.0,0.0,-1,0,50.7248539943248,30.281122701350025,16.354645601008087,56.110404144160654,3324.247286418957,0.09326442874445935,1736.5303962793434,0.09326442874445935,1736.5303962793434,1736.5303962793434,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,97,939104702,520,0.02,15,0.06883904648220086,1.0,1.0,49,12,55.950317066162825,29.954475275008008,16.191072291927412,56.596461513577694,5184.009097973377,0.229065585142668,1299.2742429526145,0.229065585142668,1299.2742429526145,1299.2742429526145,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,98,1641166656,520,0.02,15,0.048627522902501864,1.0,1.0,54,21,31.178283970803022,27.23113142598707,14.71686836797744,48.790828492623994,15060.0113653665,3.6101750141373694,1661.4278218971724,3.6101750141373694,1661.4278218971724,1661.4278218971724,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,98,307336634,520,0.02,15,0.07336731508029695,1.0,1.0,163,3,32.925785053521395,29.530676850117743,15.961667357943952,51.574358329536395,1887.8728251078048,0.9440262404079812,1461.1378877706127,0.9440262404079812,1461.1378877706127,1461.1378877706127,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,98,1089234112,520,0.02,15,0.09230038774808635,0.0,0.0,-1,0,34.08159804530442,30.68963255992947,16.558144961949438,56.08634214096988,3817.895465815046,0.07348782847297244,1659.6812601580605,0.07348782847297244,1659.6812601580605,1659.6812601580605,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,98,907832086,520,0.02,15,0.05651519497095637,1.0,1.0,262,11,38.94526790827513,31.021893876962938,16.71896199299954,58.94141057734096,13402.83438017882,0.18802643765398136,1127.5085292725778,0.18802643765398136,1127.5085292725778,1127.5085292725778,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
MPPI,mppi,mppi_crazyflie.py,99,82587740,520,0.02,15,0.0561443000915675,1.0,1.0,55,19,31.972559168934822,28.852043747275065,15.535496861906722,48.14576669571398,15116.057199162127,4.193259835013867,1766.1375088668144,4.193259835013867,1766.1375088668144,1766.1375088668144,0.08,0.08,0.04,,,,,,,,,
RAMPPI,ramppi,RA_mppi_crazyflie.py,99,1641561613,520,0.02,15,0.08338053258808839,0.0,0.0,-1,0,34.60874897427857,30.91474693859569,16.648038293933496,51.08733971717261,1404.43935873302,0.23859912785156698,1401.3902752248312,0.23859912785156698,1401.3902752248312,1401.3902752248312,0.08,0.08,0.04,,0.95,10.0,2000.0,,,,,
DRMPPI,drmppi,DR_mppi_crazyflie.py,99,1734398055,520,0.02,15,0.08718034918212285,0.0,0.0,-1,0,35.03616410307586,32.00486481252413,17.205583167960867,55.79774134954906,4128.323952802314,0.030146558420237765,1731.0746456781462,0.030146558420237765,1731.0746456781462,1731.0746456781462,0.08,0.08,0.04,0.0015,0.95,10.0,2000.0,,,,,
DRAMPPI,dramppi,DRA_mppi_crazyflie.py,99,889022348,520,0.02,15,0.0709367827024311,1.0,1.0,50,14,35.13222304172814,32.40591279284742,17.408540298929438,59.262181507532816,16215.871933853019,0.17256819439733762,1184.5816467585346,0.17256819439733762,1184.5816467585346,1184.5816467585346,0.08,0.08,0.04,,,,,,0.05,10.0,3500.0,1000.0
